Week,Team#,Match1,Match2,Match3
2, 24   , 23&24 , 27&28 , 47&48  
2, 25   , 1&2 , 45&46 , 47&48  
2, 26   , T1&T2 , 7&8 , T7&T8  
2, 27   , 47&48 , T1&T2 , 49&50  
2, 28   , 11&12 , 23&24 , 3&4  
2, 29   , 3&4 , 11&12 , 7&8  
2, 30   , 27&28 , 3&4 , 15&16  
2, 31   , 23&24 , 15&16 , T3&T4  
2, 32   , 25&26 , T5&T6 , 11&12  
2, 33   , 5&6 , T3&T4 , 27&28  
2, 34   , 21&22 , 25&26 , 15&16  
2, 35   , 11&12 , 49&50 , 1&2  
2, 36   , 45&46 , 5&6 , 23&24  
2, 37   , 7&8 , 11&12 , T3&T4  
2, 38   , T3&T4 , 27&28 , 21&22  
2, 39   , 9&10 , 23&24 , T5&T6  
2, 40   , T7&T8 , 1&2 , 5&6  
3, 1    , 21&22 , T7&T8 , 45&46  
3, 2    , 3&4 , 13&14 , T1&T2  
3, 3    , 45&46 , T5&T6 , T1&T2  
3, 4    , 11&12 , 1&2 , T7&T8  
3, 5    , T7&T8 , 21&22 , 1&2  
3, 6    , 21&22 , T1&T2 , 9&10  
3, 7    , T3&T4 , 3&4 , 49&50  
3, 8    , T7&T8 , 11&12 , 27&28  
3, 9    , 9&10 , T3&T4 , 11&12  
3, 10   , 13&14 , 45&46 , 11&12  
3, 11   , 11&12 , 13&14 , T3&T4  
3, 12   , 45&46 , 25&26 , 51&52  
3, 13   , T1&T2 , 47&48 , 23&24  
3, 14   , 51&52 , 11&12 , 25&26  
3, 15   , 13&14 , 15&16 , 23&24  
3, 16   , 47&48 , 51&52 , T5&T6  
3, 17   , 25&26 , 23&24 , 45&46  
3, 18   , 1&2 , T1&T2 , 21&22  
3, 19   , T5&T6 , 27&28 , T7&T8  
3, 20   , 7&8 , 5&6 , 15&16  
3, 21   , 15&16 , 1&2 , 49&50  
3, 22   , 47&48 , T7&T8 , 51&52  
3, 23   , T5&T6 , 51&52 , 5&6  
3, 24   , 51&52 , 9&10 , 5&6  
3, 25   , 25&26 , 49&50 , 3&4  
3, 26   , 3&4 , 45&46 , 1&2  
3, 27   , 27&28 , 9&10 , 47&48  
3, 28   , 49&50 , 5&6 , 27&28  
3, 29   , 7&8 , 25&26 , 9&10  
3, 30   , T1&T2 , 15&16 , 7&8  
3, 31   , 27&28 , T5&T6 , 13&14  
3, 32   , 15&16 , 27&28 , T5&T6  
3, 33   , 5&6 , 3&4 , 7&8  
3, 34   , 23&24 , T3&T4 , 13&14  
3, 35   , 5&6 , 47&48 , 21&22  
3, 36   , 9&10 , 7&8 , 3&4  
3, 37   , T3&T4 , 21&22 , 25&26  
3, 38   , 49&50 , 7&8 , 47&48  
3, 39   , 1&2 , 23&24 , T3&T4  
3, 40   , 23&24 , 49&50 , 15&16  
4, 1    , T5&T6 , 11&12 , T7&T8  
4, 2    , 5&6 , 23&24 , 51&52  
4, 3    , 1&2 , 45&46 , 13&14  
4, 4    , 27&28 , 7&8 , T3&T4  
4, 5    , T3&T4 , T7&T8 , 9&10  
4, 6    , 47&48 , 9&10 , 51&52  
4, 7    , 13&14 , 1&2 , 49&50  
4, 8    , 25&26 , 21&22 , 5&6  
4, 9    , T7&T8 , 15&16 , 23&24  
4, 10   , 51&52 , 27&28 , 5&6  
4, 11   , 11&12 , 47&48 , 45&46  
4, 12   , 15&16 , 25&26 , 45&46  
4, 13   , 23&24 , T3&T4 , 15&16  
4, 14   , 7&8 , 13&14 , 11&12  
4, 15   , T5&T6 , 49&50 , 21&22  
4, 16   , 1&2 , 11&12 , T1&T2  
4, 17   , T1&T2 , 5&6 , 47&48  
4, 18   , 11&12 , 13&14 , T7&T8  
4, 19   , 45&46 , T7&T8 , 3&4  
4, 20   , 49&50 , T1&T2 , 23&24  
4, 21   , 9&10 , 49&50 , 13&14  
4, 22   , 25&26 , T5&T6 , 7&8  
4, 23   , T1&T2 , 51&52 , 1&2  
4, 24   , 13&14 , T5&T6 , 9&10  
4, 25   , 21&22 , 25&26 , 27&28  
4, 26   , 47&48 , 1&2 , T5&T6  
4, 27   , T3&T4 , 51&52 , 15&16  
4, 28   , T7&T8 , 27&28 , 25&26  
4, 29   , 3&4 , 15&16 , 21&22  
4, 30   , 7&8 , 3&4 , 27&28  
4, 31   , 27&28 , T3&T4 , 7&8  
4, 32   , 5&6 , 3&4 , 11&12  
4, 33   , 3&4 , 23&24 , T3&T4  
4, 34   , 45&46 , 9&10 , 25&26  
4, 35   , 21&22 , T1&T2 , 3&4  
4, 36   , 15&16 , 47&48 , 49&50  
4, 37   , 23&24 , 7&8 , T5&T6  
4, 38   , 51&52 , 45&46 , 47&48  
4, 39   , 49&50 , 21&22 , 1&2  
4, 40   , 9&10 , 5&6 , T1&T2  
5, 1    , 3&4 , 45&46 , 25&26  
5, 2    , 23&24 , 15&16 , 9&10  
5, 3    , T5&T6 , 21&22 , 45&46  
5, 4    , 9&10 , T3&T4 , T1&T2  
5, 5    , 23&24 , 47&48 , T3&T4  
5, 6    , 9&10 , 25&26 , T3&T4  
5, 7    , T3&T4 , T5&T6 , 15&16  
5, 8    , 45&46 , 7&8 , T7&T8  
5, 9    , 49&50 , 5&6 , 13&14  
5, 10   , 15&16 , T7&T8 , 51&52  
5, 11   , T7&T8 , T5&T6 , 27&28  
5, 12   , 49&50 , 13&14 , 11&12  
5, 13   , 7&8 , T3&T4 , 45&46  
5, 14   , 25&26 , T1&T2 , 11&12  
5, 15   , T3&T4 , 11&12 , 3&4  
5, 16   , T1&T2 , 47&48 , 21&22  
5, 17   , 13&14 , 5&6 , 3&4  
5, 18   , 7&8 , 23&24 , 49&50  
5, 19   , 21&22 , 45&46 , 47&48  
5, 20   , 3&4 , 25&26 , 23&24  
5, 21   , 51&52 , 9&10 , T5&T6  
5, 22   , 11&12 , 21&22 , 15&16  
5, 23   , 5&6 , 27&28 , 51&52  
5, 24   , 51&52 , 1&2 , 23&24  
5, 25   , 1&2 , 49&50 , 9&10  
5, 26   , 11&12 , 13&14 , T7&T8  
5, 27   , 1&2 , 9&10 , T1&T2  
5, 28   , 25&26 , 15&16 , 47&48  
5, 29   , T7&T8 , 3&4 , 49&50  
5, 30   , 45&46 , 3&4 , 7&8  
5, 31   , 13&14 , 11&12 , T5&T6  
5, 32   , 15&16 , 23&24 , 1&2  
5, 33   , 27&28 , 49&50 , 5&6  
5, 34   , 5&6 , 1&2 , 27&28  
5, 35   , T1&T2 , 51&52 , 1&2  
5, 36   , T5&T6 , T7&T8 , 7&8  
5, 37   , 47&48 , 7&8 , 5&6  
5, 38   , 27&28 , 51&52 , 21&22  
5, 39   , 21&22 , T1&T2 , 13&14  
5, 40   , 47&48 , 27&28 , 25&26  
6, 1    , 49&50 , 11&12 , 9&10  
6, 2    , 49&50 , 25&26 , 45&46  
6, 3    , 25&26 , 23&24 , T1&T2  
6, 4    , 15&16 , T5&T6 , T1&T2  
6, 5    , T7&T8 , 7&8 , 27&28  
6, 6    , 3&4 , 13&14 , T5&T6  
6, 7    , 51&52 , 21&22 , 11&12  
6, 8    , 3&4 , 27&28 , 9&10  
6, 9    , 51&52 , 45&46 , 13&14  
6, 10   , 1&2 , 49&50 , 51&52  
6, 11   , 21&22 , 3&4 , 47&48  
6, 12   , 45&46 , T7&T8 , T3&T4  
6, 13   , 7&8 , 49&50 , 47&48  
6, 14   , 15&16 , T3&T4 , 5&6  
6, 15   , 5&6 , T3&T4 , T5&T6  
6, 16   , 23&24 , T1&T2 , 51&52  
6, 17   , 11&12 , 1&2 , 25&26  
6, 18   , 11&12 , 47&48 , T7&T8  
6, 19   , 47&48 , 9&10 , 13&14  
6, 20   , T5&T6 , T7&T8 , 5&6  
6, 21   , 1&2 , 25&26 , T3&T4  
6, 22   , 13&14 , 51&52 , 7&8  
6, 23   , 21&22 , 11&12 , 7&8  
6, 24   , 47&48 , 13&14 , 45&46  
6, 25   , 27&28 , 3&4 , 21&22  
6, 26   , 7&8 , 9&10 , 3&4  
6, 27   , 5&6 , 51&52 , 3&4  
6, 28   , 9&10 , 1&2 , 11&12  
6, 29   , T3&T4 , 21&22 , 49&50  
6, 30   , 23&24 , 7&8 , 15&16  
6, 31   , 9&10 , T1&T2 , 1&2  
6, 32   , 45&46 , 15&16 , 27&28  
6, 33   , T1&T2 , 15&16 , 23&24  
6, 34   , T7&T8 , T5&T6 , 23&24  
6, 35   , 25&26 , 5&6 , 49&50  
6, 36   , 13&14 , 5&6 , 25&26  
6, 37   , T5&T6 , 47&48 , 21&22  
6, 38   , 27&28 , 45&46 , 1&2  
6, 39   , T1&T2 , 23&24 , 15&16  
6, 40   , T3&T4 , 27&28 , T7&T8  
7, 1    , 13&14 , 23&24 , 7&8  
7, 2    , 23&24 , 47&48 , 5&6  
7, 3    , T5&T6 , T3&T4 , 9&10  
7, 4    , T3&T4 , 3&4 , T1&T2  
7, 5    , 11&12 , 51&52 , 7&8  
7, 6    , 3&4 , T3&T4 , 49&50  
7, 7    , 5&6 , 21&22 , 11&12  
7, 8    , 21&22 , 5&6 , 23&24  
7, 9    , 7&8 , 45&46 , 23&24  
7, 10   , 13&14 , 7&8 , 9&10  
7, 11   , 51&52 , 7&8 , 45&46  
7, 12   , 45&46 , 1&2 , 25&26  
7, 13   , 45&46 , 13&14 , 5&6  
7, 14   , 5&6 , 23&24 , 21&22  
7, 15   , 15&16 , 9&10 , 27&28  
7, 16   , 9&10 , T7&T8 , 25&26  
7, 17   , T5&T6 , 15&16 , 21&22  
7, 18   , 23&24 , 1&2 , 47&48  
7, 19   , 21&22 , T7&T8 , 47&48  
7, 20   , 1&2 , 5&6 , T1&T2  
7, 21   , 49&50 , 11&12 , T7&T8  
7, 22   , 25&26 , 51&52 , T3&T4  
7, 23   , T1&T2 , 21&22 , T5&T6  
7, 24   , 47&48 , 9&10 , 15&16  
7, 25   , 11&12 , 45&46 , 27&28  
7, 26   , 27&28 , 15&16 , 51&52  
7, 27   , 7&8 , 49&50 , 45&46  
7, 28   , T1&T2 , 13&14 , T3&T4  
7, 29   , 9&10 , T5&T6 , 15&16  
7, 30   , 49&50 , 47&48 , T5&T6  
7, 31   , 51&52 , T1&T2 , 3&4  
7, 32   , 15&16 , 27&28 , 1&2  
7, 33   , 27&28 , 49&50 , 3&4  
7, 34   , T7&T8 , T5&T6 , 1&2  
7, 35   , 47&48 , T1&T2 , 13&14  
7, 36   , T7&T8 , 3&4 , 49&50  
7, 37   , 25&26 , 11&12 , 13&14  
7, 38   , 1&2 , 25&26 , T7&T8  
7, 39   , 3&4 , 25&26 , 11&12  
7, 40   , T3&T4 , 27&28 , 51&52  
