Week,Team#,Match1,Match2,Match3
4, 14   , 21&22 , 45&46 , T1&T2  
4, 15   , T5&T6 , 45&46 , 15&16  
4, 16   , 27&28 , 47&48 , 45&46  
4, 17   , 47&48 , T7&T8 , 5&6  
4, 18   , 1&2 , T3&T4 , 5&6  
4, 19   , 3&4 , 15&16 , 27&28  
4, 20   , T3&T4 , 11&12 , T5&T6  
4, 21   , 45&46 , 15&16 , 21&22  
4, 22   , 23&24 , 7&8 , T3&T4  
4, 23   , T3&T4 , 27&28 , T7&T8  
4, 24   , 11&12 , 3&4 , 45&46  
4, 25   , 5&6 , 23&24 , T5&T6  
4, 26   , 13&14 , 47&48 , 3&4  
4, 27   , 9&10 , T5&T6 , 23&24  
4, 28   , 11&12 , 7&8 , 9&10  
4, 29   , 3&4 , 21&22 , 7&8  
4, 30   , 15&16 , 3&4 , 11&12  
4, 31   , 25&26 , 5&6 , 21&22  
4, 32   , T1&T2 , T3&T4 , T7&T8  
4, 33   , 27&28 , 5&6 , 11&12  
4, 34   , 23&24 , 21&22 , 27&28  
4, 35   , 25&26 , 23&24 , 1&2  
4, 36   , 13&14 , 9&10 , 25&26  
5, 1    , 3&4 , 47&48 , 25&26  
5, 2    , 11&12 , 47&48 , T3&T4  
5, 3    , 23&24 , T3&T4 , 25&26  
5, 4    , 13&14 , 5&6 , 21&22  
5, 5    , 1&2 , 13&14 , T5&T6  
5, 6    , 25&26 , 7&8 , 1&2  
5, 7    , T3&T4 , 15&16 , 21&22  
5, 8    , T7&T8 , 23&24 , 3&4  
5, 9    , T1&T2 , 7&8 , 5&6  
5, 10   , 25&26 , 21&22 , 11&12  
5, 11   , 27&28 , 3&4 , T7&T8  
5, 12   , 15&16 , 45&46 , 9&10  
5, 13   , 47&48 , 5&6 , 9&10  
5, 14   , 13&14 , 25&26 , 27&28  
5, 15   , 27&28 , 21&22 , 3&4  
5, 16   , 7&8 , T5&T6 , 5&6  
5, 17   , 5&6 , 45&46 , 47&48  
5, 18   , T5&T6 , 15&16 , T1&T2  
5, 19   , 15&16 , 27&28 , T1&T2  
5, 20   , T5&T6 , 9&10 , 11&12  
5, 21   , 47&48 , 1&2 , 45&46  
5, 22   , 9&10 , T3&T4 , 27&28  
5, 23   , 11&12 , T7&T8 , 47&48  
5, 24   , 3&4 , 13&14 , 15&16  
5, 25   , 21&22 , 1&2 , T5&T6  
5, 26   , 5&6 , 3&4 , T3&T4  
5, 27   , 1&2 , 9&10 , 7&8  
5, 28   , 23&24 , T5&T6 , 7&8  
5, 29   , 7&8 , 23&24 , T7&T8  
5, 30   , 21&22 , T1&T2 , 23&24  
5, 31   , T7&T8 , 25&26 , 1&2  
5, 32   , 45&46 , 27&28 , 23&24  
5, 33   , 9&10 , T7&T8 , 15&16  
5, 34   , T3&T4 , 11&12 , 45&46  
5, 35   , T1&T2 , 11&12 , 13&14  
5, 36   , 45&46 , T1&T2 , 13&14  
6, 1    , 21&22 , 47&48 , T5&T6  
6, 2    , 7&8 , T7&T8 , 27&28  
6, 3    , T1&T2 , 5&6 , 23&24  
6, 4    , 15&16 , T5&T6 , T7&T8  
6, 5    , 5&6 , 47&48 , 3&4  
6, 6    , 3&4 , 21&22 , 1&2  
6, 7    , T3&T4 , 23&24 , 3&4  
6, 8    , 45&46 , T3&T4 , 47&48  
6, 9    , 7&8 , 13&14 , 15&16  
6, 10   , 9&10 , 25&26 , 21&22  
6, 11   , 5&6 , T7&T8 , 9&10  
6, 12   , 25&26 , 7&8 , 27&28  
6, 13   , 47&48 , 5&6 , 7&8  
6, 14   , T1&T2 , 45&46 , 47&48  
6, 15   , T3&T4 , 15&16 , 11&12  
6, 16   , 27&28 , 15&16 , 45&46  
6, 17   , 3&4 , T1&T2 , 45&46  
6, 18   , 13&14 , 7&8 , 23&24  
6, 19   , T5&T6 , 25&26 , T3&T4  
6, 20   , 11&12 , T5&T6 , 13&14  
6, 21   , 1&2 , 23&24 , T7&T8  
6, 22   , 23&24 , 21&22 , T5&T6  
6, 23   , T7&T8 , 9&10 , 5&6  
6, 24   , 25&26 , 11&12 , 13&14  
6, 25   , 21&22 , 27&28 , T1&T2  
6, 26   , T7&T8 , 3&4 , 1&2  
6, 27   , 9&10 , 11&12 , 25&26  
6, 28   , T5&T6 , 45&46 , 7&8  
6, 29   , 1&2 , 27&28 , 5&6  
6, 30   , 13&14 , 3&4 , 15&16  
6, 31   , 27&28 , 9&10 , T3&T4  
6, 32   , 45&46 , 1&2 , T1&T2  
6, 33   , 47&48 , T1&T2 , 21&22  
6, 34   , 11&12 , T3&T4 , 25&26  
6, 35   , 15&16 , 1&2 , 11&12  
6, 36   , 23&24 , 13&14 , 9&10  
7, 1    , 21&22 , 11&12 , 15&16  
7, 2    , T1&T2 , 7&8 , 13&14  
7, 3    , T3&T4 , 45&46 , 23&24  
7, 4    , 13&14 , 15&16 , 11&12  
7, 5    , 23&24 , 5&6 , 27&28  
7, 6    , 15&16 , 13&14 , T5&T6  
7, 7    , 21&22 , 7&8 , T7&T8  
7, 8    , T5&T6 , T3&T4 , 25&26  
7, 9    , 9&10 , 27&28 , T7&T8  
7, 10   , 11&12 , 21&22 , 45&46  
7, 11   , T5&T6 , 1&2 , 7&8  
7, 12   , 27&28 , 21&22 , T1&T2  
7, 13   , 3&4 , 11&12 , 9&10  
7, 14   , 1&2 , T1&T2 , 13&14  
7, 15   , 7&8 , 13&14 , T3&T4  
7, 16   , T1&T2 , T5&T6 , 5&6  
7, 17   , 11&12 , 3&4 , 27&28  
7, 18   , 5&6 , 1&2 , 3&4  
7, 19   , 47&48 , 9&10 , 1&2  
7, 20   , T3&T4 , 23&24 , 5&6  
7, 21   , 15&16 , T1&T2 , 47&48  
7, 22   , 25&26 , 9&10 , 11&12  
7, 23   , 45&46 , 47&48 , 15&16  
7, 24   , 5&6 , 3&4 , 25&26  
7, 25   , 7&8 , T7&T8 , 23&24  
7, 26   , 25&26 , 27&28 , T1&T2  
7, 27   , 13&14 , T3&T4 , 1&2  
7, 28   , T7&T8 , 25&26 , 45&46  
7, 29   , 1&2 , 5&6 , 21&22  
7, 30   , 27&28 , 47&48 , 9&10  
7, 31   , 9&10 , 23&24 , 7&8  
7, 32   , 23&24 , 45&46 , T5&T6  
7, 33   , 47&48 , T7&T8 , 3&4  
7, 34   , 3&4 , T5&T6 , T3&T4  
7, 35   , 45&46 , 25&26 , 47&48  
7, 36   , T7&T8 , 15&16 , 21&22  
