Week,Team#,Match1,Match2,Match3
5, 30   , 9&10 , 15&16 , 45&46  
5, 31   , 1&2 , 23&24 , T7&T8  
5, 32   , T1&T2 , 45&46 , 7&8  
5, 33   , 25&26 , 5&6 , 21&22  
5, 34   , T5&T6 , T1&T2 , 3&4  
6, 1    , 23&24 , 9&10 , 13&14  
6, 2    , T3&T4 , 27&28 , 25&26  
6, 3    , 27&28 , 1&2 , 7&8  
6, 4    , 27&28 , 25&26 , 23&24  
6, 5    , 3&4 , 23&24 , 27&28  
6, 6    , 13&14 , T7&T8 , 3&4  
6, 7    , 7&8 , T7&T8 , T5&T6  
6, 8    , 15&16 , 7&8 , 3&4  
6, 9    , T7&T8 , 11&12 , 7&8  
6, 10   , 5&6 , 11&12 , 9&10  
6, 11   , 23&24 , 5&6 , 21&22  
6, 12   , 9&10 , 45&46 , 5&6  
6, 13   , 25&26 , 27&28 , T7&T8  
6, 14   , 3&4 , T3&T4 , 9&10  
6, 15   , 9&10 , 21&22 , 15&16  
6, 16   , 15&16 , 3&4 , 1&2  
6, 17   , 21&22 , T1&T2 , T5&T6  
6, 18   , 11&12 , 3&4 , T1&T2  
6, 19   , 1&2 , T3&T4 , 11&12  
6, 20   , 5&6 , T5&T6 , 1&2  
6, 21   , 45&46 , 9&10 , 15&16  
6, 22   , 1&2 , 23&24 , T1&T2  
6, 23   , T5&T6 , 5&6 , 11&12  
6, 24   , T5&T6 , 1&2 , 21&22  
6, 25   , 11&12 , 13&14 , 5&6  
6, 26   , 25&26 , T1&T2 , 13&14  
6, 27   , 21&22 , 15&16 , T3&T4  
6, 28   , T1&T2 , 15&16 , 25&26  
6, 29   , T1&T2 , 25&26 , 27&28  
6, 30   , 7&8 , T5&T6 , T7&T8  
6, 31   , 45&46 , 13&14 , T3&T4  
6, 32   , T3&T4 , 7&8 , 45&46  
6, 33   , 13&14 , 45&46 , 23&24  
6, 34   , T7&T8 , 21&22 , 45&46  
7, 1    , T5&T6 , 27&28 , T7&T8  
7, 2    , T1&T2 , 23&24 , 5&6  
7, 3    , T3&T4 , 7&8 , 21&22  
7, 4    , T7&T8 , 21&22 , 9&10  
7, 5    , 21&22 , 1&2 , 15&16  
7, 6    , T7&T8 , 11&12 , 45&46  
7, 7    , 25&26 , 27&28 , 23&24  
7, 8    , 9&10 , 15&16 , T3&T4  
7, 9    , 13&14 , 45&46 , 27&28  
7, 10   , 1&2 , 3&4 , 23&24  
7, 11   , 27&28 , T1&T2 , 3&4  
7, 12   , 15&16 , 11&12 , 25&26  
7, 13   , 25&26 , 13&14 , 45&46  
7, 14   , 3&4 , 13&14 , 25&26  
7, 15   , 9&10 , 23&24 , 7&8  
7, 16   , 21&22 , T5&T6 , 13&14  
7, 17   , 23&24 , 3&4 , 9&10  
7, 18   , 1&2 , 5&6 , 15&16  
7, 19   , T1&T2 , T7&T8 , T5&T6  
7, 20   , 3&4 , 9&10 , T1&T2  
7, 21   , 45&46 , T3&T4 , 11&12  
7, 22   , 5&6 , T1&T2 , 13&14  
7, 23   , 45&46 , 9&10 , 7&8  
7, 24   , 11&12 , 21&22 , T5&T6  
7, 25   , 13&14 , 25&26 , 1&2  
7, 26   , T3&T4 , 45&46 , T1&T2  
7, 27   , 7&8 , 5&6 , 27&28  
7, 28   , 11&12 , T3&T4 , 3&4  
7, 29   , 23&24 , T5&T6 , 21&22  
7, 30   , 15&16 , 25&26 , 5&6  
7, 31   , T5&T6 , T7&T8 , T3&T4  
7, 32   , 5&6 , 1&2 , 11&12  
7, 33   , 27&28 , 7&8 , 1&2  
7, 34   , 7&8 , 15&16 , T7&T8  
